label,lirik,Data Cleaning,Case Folding,Normalisasi,Tokenisasi,Stopword Removal,Stemming,Rejoin
fear,sebelum prasangka mengganggu kutahu mimpi tak selalu berubah,sebelum prasangka mengganggu kutahu mimpi tak selalu berubah,sebelum prasangka mengganggu kutahu mimpi tak selalu berubah,sebelum prasangka mengganggu kutahu mimpi tidak selalu berubah,"['sebelum', 'prasangka', 'mengganggu', 'kutahu', 'mimpi', 'tidak', 'selalu', 'berubah']","['prasangka', 'mengganggu', 'kutahu', 'mimpi', 'berubah']","['prasangka', 'ganggu', 'tahu', 'mimpi', 'ubah']",prasangka ganggu tahu mimpi ubah
happy,menjadi satu kenyataan yang indah kulihat hari semakin cerah,menjadi satu kenyataan yang indah kulihat hari semakin cerah,menjadi satu kenyataan yang indah kulihat hari semakin cerah,menjadi satu kenyataan yang indah kulihat hari semakin cerah,"['menjadi', 'satu', 'kenyataan', 'yang', 'indah', 'kulihat', 'hari', 'semakin', 'cerah']","['kenyataan', 'indah', 'kulihat', 'cerah']","['nyata', 'indah', 'lihat', 'cerah']",nyata indah lihat cerah
fear,inikah jawaban bagi hati yang gundah,inikah jawaban bagi hati yang gundah,inikah jawaban bagi hati yang gundah,inikah jawaban bagi hati yang gundah,"['inikah', 'jawaban', 'bagi', 'hati', 'yang', 'gundah']","['hati', 'gundah']","['hati', 'gundah']",hati gundah
happy,Kudengar suara angin berdesir dalam suatu nyanyian alam yang melintasi malam,Kudengar suara angin berdesir dalam suatu nyanyian alam yang melintasi malam,kudengar suara angin berdesir dalam suatu nyanyian alam yang melintasi malam,kudengar suara angin berdesir dalam suatu nyanyian alam yang melintasi malam,"['kudengar', 'suara', 'angin', 'berdesir', 'dalam', 'suatu', 'nyanyian', 'alam', 'yang', 'melintasi', 'malam']","['kudengar', 'suara', 'angin', 'berdesir', 'nyanyian', 'alam', 'melintasi', 'malam']","['dengar', 'suara', 'angin', 'desir', 'nyanyi', 'alam', 'lintas', 'malam']",dengar suara angin desir nyanyi alam lintas malam
happy,Mengiring doa-doa yang kupanjatkan pada Tuhan,Mengiring doa doa yang kupanjatkan pada Tuhan,mengiring doa doa yang kupanjatkan pada tuhan,mengiring doa doa yang kupanjatkan pada tuhan,"['mengiring', 'doa', 'doa', 'yang', 'kupanjatkan', 'pada', 'tuhan']","['mengiring', 'doa', 'doa', 'kupanjatkan', 'tuhan']","['iring', 'doa', 'doa', 'panjat', 'tuhan']",iring doa doa panjat tuhan
happy,Pencipta Yang Maha Kuasa Yang selalu mendengar setiap pinta kita dengan telinga yang bijaksana,Pencipta Yang Maha Kuasa Yang selalu mendengar setiap pinta kita dengan telinga yang bijaksana,pencipta yang maha kuasa yang selalu mendengar setiap pinta kita dengan telinga yang bijaksana,pencipta yang maha kuasa yang selalu mendengar setiap pinta kita dengan telinga yang bijaksana,"['pencipta', 'yang', 'maha', 'kuasa', 'yang', 'selalu', 'mendengar', 'setiap', 'pinta', 'kita', 'dengan', 'telinga', 'yang', 'bijaksana']","['pencipta', 'maha', 'kuasa', 'mendengar', 'pinta', 'telinga', 'bijaksana']","['cipta', 'maha', 'kuasa', 'dengar', 'pinta', 'telinga', 'bijaksana']",cipta maha kuasa dengar pinta telinga bijaksana
love,Kekasih dambaanku tercinta mari datang kepada Nya sambil melepas tanya,Kekasih dambaanku tercinta mari datang kepada Nya sambil melepas tanya,kekasih dambaanku tercinta mari datang kepada nya sambil melepas tanya,kekasih dambaanku tercinta mari datang kepada nya sambil melepas tanya,"['kekasih', 'dambaanku', 'tercinta', 'mari', 'datang', 'kepada', 'nya', 'sambil', 'melepas', 'tanya']","['kekasih', 'dambaanku', 'tercinta', 'mari', 'nya', 'melepas']","['kasih', 'damba', 'cinta', 'mari', 'nya', 'lepas']",kasih damba cinta mari nya lepas
love,Mengapa cinta kita yang telah lama ada,Mengapa cinta kita yang telah lama ada,mengapa cinta kita yang telah lama ada,mengapa cinta kita yang telah lama ada,"['mengapa', 'cinta', 'kita', 'yang', 'telah', 'lama', 'ada']",['cinta'],['cinta'],cinta
anger,Selalu penuh dengan amarah dan prasangka,Selalu penuh dengan amarah dan prasangka,selalu penuh dengan amarah dan prasangka,selalu penuh dengan amarah dan prasangka,"['selalu', 'penuh', 'dengan', 'amarah', 'dan', 'prasangka']","['penuh', 'amarah', 'prasangka']","['penuh', 'amarah', 'prasangka']",penuh amarah prasangka
fear,Apakah karna kita manusia biasa yang mudah alpa dan melupakan Nya Dan semoga diantara kita membentang kasih Nya,Apakah karna kita manusia biasa yang mudah alpa dan melupakan Nya Dan semoga diantara kita membentang kasih Nya,apakah karna kita manusia biasa yang mudah alpa dan melupakan nya dan semoga diantara kita membentang kasih nya,apakah karena kita manusia biasa yang mudah alpa dan melupakan nya dan semoga diantara kita membentang kasih nya,"['apakah', 'karena', 'kita', 'manusia', 'biasa', 'yang', 'mudah', 'alpa', 'dan', 'melupakan', 'nya', 'dan', 'semoga', 'diantara', 'kita', 'membentang', 'kasih', 'nya']","['manusia', 'mudah', 'alpa', 'melupakan', 'nya', 'semoga', 'membentang', 'kasih', 'nya']","['manusia', 'mudah', 'alpa', 'lupa', 'nya', 'moga', 'bentang', 'kasih', 'nya']",manusia mudah alpa lupa nya moga bentang kasih nya
happy,Yang akan memberi rasa damai sejahtera Dan kudamba diantara kita menyala terangnya,Yang akan memberi rasa damai sejahtera Dan kudamba diantara kita menyala terangnya,yang akan memberi rasa damai sejahtera dan kudamba diantara kita menyala terangnya,yang akan memberi rasa damai sejahtera dan kudamba diantara kita menyala terangnya,"['yang', 'akan', 'memberi', 'rasa', 'damai', 'sejahtera', 'dan', 'kudamba', 'diantara', 'kita', 'menyala', 'terangnya']","['damai', 'sejahtera', 'kudamba', 'menyala', 'terangnya']","['damai', 'sejahtera', 'damba', 'nyala', 'terang']",damai sejahtera damba nyala terang
happy,Yang akan menerangi jalan kehidupan kita,Yang akan menerangi jalan kehidupan kita,yang akan menerangi jalan kehidupan kita,yang akan menerangi jalan kehidupan kita,"['yang', 'akan', 'menerangi', 'jalan', 'kehidupan', 'kita']","['menerangi', 'jalan', 'kehidupan']","['rang', 'jalan', 'hidup']",rang jalan hidup
love,Bergetar hatiku Saat ku berkenalan dengannya,Bergetar hatiku Saat ku berkenalan dengannya,bergetar hatiku saat ku berkenalan dengannya,bergetar hatiku saat ku berkenalan dengannya,"['bergetar', 'hatiku', 'saat', 'ku', 'berkenalan', 'dengannya']","['bergetar', 'hatiku', 'ku', 'berkenalan', 'dengannya']","['getar', 'hati', 'ku', 'nal', 'dengan']",getar hati ku nal dengan
happy,Kudengar dia Menyebutkan nama dirinya,Kudengar dia Menyebutkan nama dirinya,kudengar dia menyebutkan nama dirinya,kudengar dia menyebutkan nama dirinya,"['kudengar', 'dia', 'menyebutkan', 'nama', 'dirinya']","['kudengar', 'nama']","['dengar', 'nama']",dengar nama
love,Sejak kubertemu Ku telah jatuh hati padanya,Sejak kubertemu Ku telah jatuh hati padanya,sejak kubertemu ku telah jatuh hati padanya,sejak kubertemu ku telah jatuh hati padanya,"['sejak', 'kubertemu', 'ku', 'telah', 'jatuh', 'hati', 'padanya']","['kubertemu', 'ku', 'jatuh', 'hati']","['temu', 'ku', 'jatuh', 'hati']",temu ku jatuh hati
love,Di dalam hati Telah menjelma cinta,Di dalam hati Telah menjelma cinta,di dalam hati telah menjelma cinta,di dalam hati telah menjelma cinta,"['di', 'dalam', 'hati', 'telah', 'menjelma', 'cinta']","['hati', 'menjelma', 'cinta']","['hati', 'jelma', 'cinta']",hati jelma cinta
happy,Dan bawalah daku selalu Dalam mimpimu Di langkahmu serta hidupmu,Dan bawalah daku selalu Dalam mimpimu Di langkahmu serta hidupmu,dan bawalah daku selalu dalam mimpimu di langkahmu serta hidupmu,dan bawalah daku selalu dalam mimpimu di langkahmu serta hidupmu,"['dan', 'bawalah', 'daku', 'selalu', 'dalam', 'mimpimu', 'di', 'langkahmu', 'serta', 'hidupmu']","['bawalah', 'daku', 'mimpimu', 'langkahmu', 'hidupmu']","['bawa', 'daku', 'mimpi', 'langkah', 'hidup']",bawa daku mimpi langkah hidup
love,Genggamlah daku kini juga nanti Harapan di hatiku Bawalah diriku slamanya,Genggamlah daku kini juga nanti Harapan di hatiku Bawalah diriku slamanya,genggamlah daku kini juga nanti harapan di hatiku bawalah diriku slamanya,genggamlah daku kini juga nanti harapan di hatiku bawalah diriku slamanya,"['genggamlah', 'daku', 'kini', 'juga', 'nanti', 'harapan', 'di', 'hatiku', 'bawalah', 'diriku', 'slamanya']","['genggamlah', 'daku', 'harapan', 'hatiku', 'bawalah', 'diriku', 'slamanya']","['genggam', 'daku', 'harap', 'hati', 'bawa', 'diri', 'slamanya']",genggam daku harap hati bawa diri slamanya
happy,Semakin lama semakin kucari Satu jawaban,Semakin lama semakin kucari Satu jawaban,semakin lama semakin kucari satu jawaban,semakin lama semakin kucari satu jawaban,"['semakin', 'lama', 'semakin', 'kucari', 'satu', 'jawaban']",['kucari'],['cari'],cari
love,Hadirmu membuat aku mengerti Arti cinta tak berujung,Hadirmu membuat aku mengerti Arti cinta tak berujung,hadirmu membuat aku mengerti arti cinta tak berujung,hadirmu membuat aku mengerti arti cinta tidak berujung,"['hadirmu', 'membuat', 'aku', 'mengerti', 'arti', 'cinta', 'tidak', 'berujung']","['hadirmu', 'mengerti', 'arti', 'cinta', 'berujung']","['hadir', 'erti', 'arti', 'cinta', 'ujung']",hadir erti arti cinta ujung
happy,Sesungguhnya ku sadari Kaulah untukku,Sesungguhnya ku sadari Kaulah untukku,sesungguhnya ku sadari kaulah untukku,sesungguhnya ku sadari kaulah untukku,"['sesungguhnya', 'ku', 'sadari', 'kaulah', 'untukku']","['sesungguhnya', 'ku', 'sadari', 'kaulah', 'untukku']","['sungguh', 'ku', 'sadar', 'kau', 'untuk']",sungguh ku sadar kau untuk
love,Doa yang terucap dalam nafasku Tuhan menjaga kasih kita,Doa yang terucap dalam nafasku Tuhan menjaga kasih kita,doa yang terucap dalam nafasku tuhan menjaga kasih kita,doa yang terucap dalam nafasku tuhan menjaga kasih kita,"['doa', 'yang', 'terucap', 'dalam', 'nafasku', 'tuhan', 'menjaga', 'kasih', 'kita']","['doa', 'terucap', 'nafasku', 'tuhan', 'menjaga', 'kasih']","['doa', 'ucap', 'nafas', 'tuhan', 'jaga', 'kasih']",doa ucap nafas tuhan jaga kasih
love,Cintaku cinta yang terakhir Untukmu selamanya,Cintaku cinta yang terakhir Untukmu selamanya,cintaku cinta yang terakhir untukmu selamanya,cintaku cinta yang terakhir untukmu selamanya,"['cintaku', 'cinta', 'yang', 'terakhir', 'untukmu', 'selamanya']","['cintaku', 'cinta', 'untukmu']","['cinta', 'cinta', 'untuk']",cinta cinta untuk
happy,Dengan tangis dan tawa kita Kita tetap bertahan,Dengan tangis dan tawa kita Kita tetap bertahan,dengan tangis dan tawa kita kita tetap bertahan,dengan tangis dan tawa kita kita tetap bertahan,"['dengan', 'tangis', 'dan', 'tawa', 'kita', 'kita', 'tetap', 'bertahan']","['tangis', 'tawa', 'bertahan']","['tangis', 'tawa', 'tahan']",tangis tawa tahan
love,Biarkanlah cinta kita Tempat kita berpijak,Biarkanlah cinta kita Tempat kita berpijak,biarkanlah cinta kita tempat kita berpijak,biarkanlah cinta kita tempat kita berpijak,"['biarkanlah', 'cinta', 'kita', 'tempat', 'kita', 'berpijak']","['biarkanlah', 'cinta', 'berpijak']","['biar', 'cinta', 'pijak']",biar cinta pijak
love,Cintaku cinta yang terakhir Untukmu selamanya Dengan tangis dan tawa kita,Cintaku cinta yang terakhir Untukmu selamanya Dengan tangis dan tawa kita,cintaku cinta yang terakhir untukmu selamanya dengan tangis dan tawa kita,cintaku cinta yang terakhir untukmu selamanya dengan tangis dan tawa kita,"['cintaku', 'cinta', 'yang', 'terakhir', 'untukmu', 'selamanya', 'dengan', 'tangis', 'dan', 'tawa', 'kita']","['cintaku', 'cinta', 'untukmu', 'tangis', 'tawa']","['cinta', 'cinta', 'untuk', 'tangis', 'tawa']",cinta cinta untuk tangis tawa
love,Kita tetap bertahan Cintaku cinta yang terakhir Untukmu selamanya,Kita tetap bertahan Cintaku cinta yang terakhir Untukmu selamanya,kita tetap bertahan cintaku cinta yang terakhir untukmu selamanya,kita tetap bertahan cintaku cinta yang terakhir untukmu selamanya,"['kita', 'tetap', 'bertahan', 'cintaku', 'cinta', 'yang', 'terakhir', 'untukmu', 'selamanya']","['bertahan', 'cintaku', 'cinta', 'untukmu']","['tahan', 'cinta', 'cinta', 'untuk']",tahan cinta cinta untuk
love,Biarkanlah cinta kita Tempat kita berpijak di dadaku,Biarkanlah cinta kita Tempat kita berpijak di dadaku,biarkanlah cinta kita tempat kita berpijak di dadaku,biarkanlah cinta kita tempat kita berpijak di dadaku,"['biarkanlah', 'cinta', 'kita', 'tempat', 'kita', 'berpijak', 'di', 'dadaku']","['biarkanlah', 'cinta', 'berpijak', 'dadaku']","['biar', 'cinta', 'pijak', 'dada']",biar cinta pijak dada
love,ada senyummu ada cintamu ada hasratmu ada kumismu .. ada kupingmu,ada senyummu ada cintamu ada hasratmu ada kumismu    ada kupingmu,ada senyummu ada cintamu ada hasratmu ada kumismu    ada kupingmu,ada senyummu ada cintamu ada hasratmu ada kumismu ada kupingmu,"['ada', 'senyummu', 'ada', 'cintamu', 'ada', 'hasratmu', 'ada', 'kumismu', 'ada', 'kupingmu']","['senyummu', 'cintamu', 'hasratmu', 'kumismu', 'kupingmu']","['senyum', 'cinta', 'hasrat', 'kumis', 'kuping']",senyum cinta hasrat kumis kuping
anger,di dalam dadaku .. ada kamu di hatiku .. kusimpan wajahmu tersimpan marahmu dan juga tangismu,di dalam dadaku    ada kamu di hatiku    kusimpan wajahmu tersimpan marahmu dan juga tangismu,di dalam dadaku    ada kamu di hatiku    kusimpan wajahmu tersimpan marahmu dan juga tangismu,di dalam dadaku ada kamu di hatiku kusimpan wajahmu tersimpan marahmu dan juga tangismu,"['di', 'dalam', 'dadaku', 'ada', 'kamu', 'di', 'hatiku', 'kusimpan', 'wajahmu', 'tersimpan', 'marahmu', 'dan', 'juga', 'tangismu']","['dadaku', 'hatiku', 'kusimpan', 'wajahmu', 'tersimpan', 'marahmu', 'tangismu']","['dada', 'hati', 'simpan', 'wajah', 'simpan', 'marah', 'tangis']",dada hati simpan wajah simpan marah tangis
happy,semakin kutunggu .. semakin menggebu ingin kumiliki semua yang ada didirimu,semakin kutunggu    semakin menggebu ingin kumiliki semua yang ada didirimu,semakin kutunggu    semakin menggebu ingin kumiliki semua yang ada didirimu,semakin kutunggu semakin menggebu ingin kumiliki semua yang ada didirimu,"['semakin', 'kutunggu', 'semakin', 'menggebu', 'ingin', 'kumiliki', 'semua', 'yang', 'ada', 'didirimu']","['kutunggu', 'menggebu', 'kumiliki', 'didirimu']","['tunggu', 'gebu', 'milik', 'diri']",tunggu gebu milik diri
love,oh kekasihku bimbinglah daku menuju cinta yang bahagia,oh kekasihku bimbinglah daku menuju cinta yang bahagia,oh kekasihku bimbinglah daku menuju cinta yang bahagia,oh kekasihku bimbinglah daku menuju cinta yang bahagia,"['oh', 'kekasihku', 'bimbinglah', 'daku', 'menuju', 'cinta', 'yang', 'bahagia']","['oh', 'kekasihku', 'bimbinglah', 'daku', 'cinta', 'bahagia']","['oh', 'kasih', 'bimbing', 'daku', 'cinta', 'bahagia']",oh kasih bimbing daku cinta bahagia
love,peluklah diriku hadirkan cinta wujudkan hasratmu hasratku,peluklah diriku hadirkan cinta wujudkan hasratmu hasratku,peluklah diriku hadirkan cinta wujudkan hasratmu hasratku,peluklah diriku hadirkan cinta wujudkan hasratmu hasratku,"['peluklah', 'diriku', 'hadirkan', 'cinta', 'wujudkan', 'hasratmu', 'hasratku']","['peluklah', 'diriku', 'hadirkan', 'cinta', 'wujudkan', 'hasratmu', 'hasratku']","['peluk', 'diri', 'hadir', 'cinta', 'wujud', 'hasrat', 'hasrat']",peluk diri hadir cinta wujud hasrat hasrat
love,peluklah diriku hadirkan cinta,peluklah diriku hadirkan cinta,peluklah diriku hadirkan cinta,peluklah diriku hadirkan cinta,"['peluklah', 'diriku', 'hadirkan', 'cinta']","['peluklah', 'diriku', 'hadirkan', 'cinta']","['peluk', 'diri', 'hadir', 'cinta']",peluk diri hadir cinta
love,wujudkan hasrat cintaku kita berdua kata demi kata,wujudkan hasrat cintaku kita berdua kata demi kata,wujudkan hasrat cintaku kita berdua kata demi kata,wujudkan hasrat cintaku kita berdua kata demi kata,"['wujudkan', 'hasrat', 'cintaku', 'kita', 'berdua', 'kata', 'demi', 'kata']","['wujudkan', 'hasrat', 'cintaku', 'berdua']","['wujud', 'hasrat', 'cinta', 'dua']",wujud hasrat cinta dua
love,jalin dengan indah untuk menguraikan maksud hati,jalin dengan indah untuk menguraikan maksud hati,jalin dengan indah untuk menguraikan maksud hati,jalin dengan indah untuk menguraikan maksud hati,"['jalin', 'dengan', 'indah', 'untuk', 'menguraikan', 'maksud', 'hati']","['jalin', 'indah', 'menguraikan', 'maksud', 'hati']","['jalin', 'indah', 'urai', 'maksud', 'hati']",jalin indah urai maksud hati
happy,memberanikan diri untuk memulainya tapi mengapa bibirku,memberanikan diri untuk memulainya tapi mengapa bibirku,memberanikan diri untuk memulainya tapi mengapa bibirku,memberanikan diri untuk memulainya tapi mengapa bibirku,"['memberanikan', 'diri', 'untuk', 'memulainya', 'tapi', 'mengapa', 'bibirku']","['memberanikan', 'memulainya', 'bibirku']","['berani', 'mula', 'bibir']",berani mula bibir
fear,tak dapat bergerak terasa berat,tak dapat bergerak terasa berat,tak dapat bergerak terasa berat,tidak dapat bergerak terasa berat,"['tidak', 'dapat', 'bergerak', 'terasa', 'berat']","['bergerak', 'berat']","['gerak', 'berat']",gerak berat
fear,oh malunya hati ini bila kuingat saat itu kami hanya saling berpandangan dan terdiam terpaku,oh malunya hati ini bila kuingat saat itu kami hanya saling berpandangan dan terdiam terpaku,oh malunya hati ini bila kuingat saat itu kami hanya saling berpandangan dan terdiam terpaku,oh malunya hati ini bila kuingat saat itu kami hanya saling berpandangan dan terdiam terpaku,"['oh', 'malunya', 'hati', 'ini', 'bila', 'kuingat', 'saat', 'itu', 'kami', 'hanya', 'saling', 'berpandangan', 'dan', 'terdiam', 'terpaku']","['oh', 'malunya', 'hati', 'kuingat', 'berpandangan', 'terdiam', 'terpaku']","['oh', 'malu', 'hati', 'ingat', 'pandang', 'diam', 'terpa']",oh malu hati ingat pandang diam terpa
fear,oh Tuhan diriMu yang menyaksikan segalanya,oh Tuhan diriMu yang menyaksikan segalanya,oh tuhan dirimu yang menyaksikan segalanya,oh tuhan dirimu yang menyaksikan segalanya,"['oh', 'tuhan', 'dirimu', 'yang', 'menyaksikan', 'segalanya']","['oh', 'tuhan', 'dirimu', 'menyaksikan']","['oh', 'tuhan', 'diri', 'saksi']",oh tuhan diri saksi
love,oh bulan tolonglah daku katakan padanya kucinta dia....,oh bulan tolonglah daku katakan padanya kucinta dia    ,oh bulan tolonglah daku katakan padanya kucinta dia    ,oh bulan tolonglah daku katakan padanya kucinta dia,"['oh', 'bulan', 'tolonglah', 'daku', 'katakan', 'padanya', 'kucinta', 'dia']","['oh', 'tolonglah', 'daku', 'kucinta']","['oh', 'tolong', 'daku', 'cinta']",oh tolong daku cinta
fear,kuberanikan diri untuk memulainya tapi mengapa bibirku terasa berat,kuberanikan diri untuk memulainya tapi mengapa bibirku terasa berat,kuberanikan diri untuk memulainya tapi mengapa bibirku terasa berat,kuberanikan diri untuk memulainya tapi mengapa bibirku terasa berat,"['kuberanikan', 'diri', 'untuk', 'memulainya', 'tapi', 'mengapa', 'bibirku', 'terasa', 'berat']","['kuberanikan', 'memulainya', 'bibirku', 'berat']","['berani', 'mula', 'bibir', 'berat']",berani mula bibir berat
fear,malampun kian berlalu kami saling terpaku diam seribu bahasa,malampun kian berlalu kami saling terpaku diam seribu bahasa,malampun kian berlalu kami saling terpaku diam seribu bahasa,malampun kian berlalu kami saling terpaku diam seribu bahasa,"['malampun', 'kian', 'berlalu', 'kami', 'saling', 'terpaku', 'diam', 'seribu', 'bahasa']","['malampun', 'kian', 'terpaku', 'diam', 'seribu', 'bahasa']","['malam', 'kian', 'terpa', 'diam', 'ribu', 'bahasa']",malam kian terpa diam ribu bahasa
happy,hilang semua kata yang terangkaikan Dan apabila waktu pun telah tiba,hilang semua kata yang terangkaikan Dan apabila waktu pun telah tiba,hilang semua kata yang terangkaikan dan apabila waktu pun telah tiba,hilang semua kata yang terangkaikan dan apabila waktu pun telah tiba,"['hilang', 'semua', 'kata', 'yang', 'terangkaikan', 'dan', 'apabila', 'waktu', 'pun', 'telah', 'tiba']","['hilang', 'terangkaikan']","['hilang', 'rangkai']",hilang rangkai
happy,Kan merasakan segala-gala yang ada,Kan merasakan segala gala yang ada,kan merasakan segala gala yang ada,akan merasakan segala gala yang ada,"['akan', 'merasakan', 'segala', 'gala', 'yang', 'ada']","['merasakan', 'gala']","['rasa', 'gala']",rasa gala
happy,Mendekap hati menyalakan mimpi Bagai alur air mencari muara,Mendekap hati menyalakan mimpi Bagai alur air mencari muara,mendekap hati menyalakan mimpi bagai alur air mencari muara,mendekap hati menyalakan mimpi bagai alur air mencari muara,"['mendekap', 'hati', 'menyalakan', 'mimpi', 'bagai', 'alur', 'air', 'mencari', 'muara']","['mendekap', 'hati', 'menyalakan', 'mimpi', 'alur', 'air', 'mencari', 'muara']","['dekap', 'hati', 'nyala', 'mimpi', 'alur', 'air', 'cari', 'muara']",dekap hati nyala mimpi alur air cari muara
happy,Sementara langkah masih sebuah tanya,Sementara langkah masih sebuah tanya,sementara langkah masih sebuah tanya,sementara langkah masih sebuah tanya,"['sementara', 'langkah', 'masih', 'sebuah', 'tanya']",['langkah'],['langkah'],langkah
fear,Tak tahu dimana gantungkan angan cinta,Tak tahu dimana gantungkan angan cinta,tak tahu dimana gantungkan angan cinta,tidak tahu dimana gantungkan angan cinta,"['tidak', 'tahu', 'dimana', 'gantungkan', 'angan', 'cinta']","['dimana', 'gantungkan', 'angan', 'cinta']","['mana', 'gantung', 'angan', 'cinta']",mana gantung angan cinta
anger,Mimpi semakin membakar Nurani bicara,Mimpi semakin membakar Nurani bicara,mimpi semakin membakar nurani bicara,mimpi semakin membakar nurani bicara,"['mimpi', 'semakin', 'membakar', 'nurani', 'bicara']","['mimpi', 'membakar', 'nurani', 'bicara']","['mimpi', 'bakar', 'nurani', 'bicara']",mimpi bakar nurani bicara
fear,Berat menyatakan Namun menjadi beban,Berat menyatakan Namun menjadi beban,berat menyatakan namun menjadi beban,berat menyatakan namun menjadi beban,"['berat', 'menyatakan', 'namun', 'menjadi', 'beban']","['berat', 'beban']","['berat', 'beban']",berat beban
happy,Kita nikmati anggur kehidupan kita,Kita nikmati anggur kehidupan kita,kita nikmati anggur kehidupan kita,kita nikmati anggur kehidupan kita,"['kita', 'nikmati', 'anggur', 'kehidupan', 'kita']","['nikmati', 'anggur', 'kehidupan']","['nikmat', 'anggur', 'hidup']",nikmat anggur hidup
happy,Kita nikmati senyum dan s'gala coba,Kita nikmati senyum dan s gala coba,kita nikmati senyum dan s gala coba,kita nikmati senyum dan s gala coba,"['kita', 'nikmati', 'senyum', 'dan', 's', 'gala', 'coba']","['nikmati', 'senyum', 's', 'gala', 'coba']","['nikmat', 'senyum', 's', 'gala', 'coba']",nikmat senyum s gala coba
sadness,Kita nikmati keringat dan air mata,Kita nikmati keringat dan air mata,kita nikmati keringat dan air mata,kita nikmati keringat dan air mata,"['kita', 'nikmati', 'keringat', 'dan', 'air', 'mata']","['nikmati', 'keringat', 'air', 'mata']","['nikmat', 'keringat', 'air', 'mata']",nikmat keringat air mata
sadness,Tak mampu lagi bertahan Tak sanggup berlari Oh dilema.,Tak mampu lagi bertahan Tak sanggup berlari Oh dilema ,tak mampu lagi bertahan tak sanggup berlari oh dilema ,tidak mampu lagi bertahan tidak sanggup berlari oh dilema,"['tidak', 'mampu', 'lagi', 'bertahan', 'tidak', 'sanggup', 'berlari', 'oh', 'dilema']","['bertahan', 'sanggup', 'berlari', 'oh', 'dilema']","['tahan', 'sanggup', 'lari', 'oh', 'dilema']",tahan sanggup lari oh dilema
love,Dua anak manusia dilanda cinta sejalan dalam nada sewarna dalam rasa,Dua anak manusia dilanda cinta sejalan dalam nada sewarna dalam rasa,dua anak manusia dilanda cinta sejalan dalam nada sewarna dalam rasa,dua anak manusia dilanda cinta sejalan dalam nada sewarna dalam rasa,"['dua', 'anak', 'manusia', 'dilanda', 'cinta', 'sejalan', 'dalam', 'nada', 'sewarna', 'dalam', 'rasa']","['anak', 'manusia', 'dilanda', 'cinta', 'sejalan', 'nada', 'sewarna']","['anak', 'manusia', 'landa', 'cinta', 'jalan', 'nada', 'warna']",anak manusia landa cinta jalan nada warna
love,Dua anak manusia dilanda cinta menangis dan tertawa selalu berdua selalu bersama,Dua anak manusia dilanda cinta menangis dan tertawa selalu berdua selalu bersama,dua anak manusia dilanda cinta menangis dan tertawa selalu berdua selalu bersama,dua anak manusia dilanda cinta menangis dan tertawa selalu berdua selalu bersama,"['dua', 'anak', 'manusia', 'dilanda', 'cinta', 'menangis', 'dan', 'tertawa', 'selalu', 'berdua', 'selalu', 'bersama']","['anak', 'manusia', 'dilanda', 'cinta', 'menangis', 'tertawa', 'berdua']","['anak', 'manusia', 'landa', 'cinta', 'menang', 'tertawa', 'dua']",anak manusia landa cinta menang tertawa dua
fear,Ooh Tuhan tuntunlah langkah mereka dalam bimbang,Ooh Tuhan tuntunlah langkah mereka dalam bimbang,ooh tuhan tuntunlah langkah mereka dalam bimbang,ooh tuhan tuntunlah langkah mereka dalam bimbang,"['ooh', 'tuhan', 'tuntunlah', 'langkah', 'mereka', 'dalam', 'bimbang']","['ooh', 'tuhan', 'tuntunlah', 'langkah', 'bimbang']","['ooh', 'tuhan', 'tuntun', 'langkah', 'bimbang']",ooh tuhan tuntun langkah bimbang
sadness,Elakanlah gemuruh hati dalam kesedihan,Elakanlah gemuruh hati dalam kesedihan,elakanlah gemuruh hati dalam kesedihan,elakanlah gemuruh hati dalam kesedihan,"['elakanlah', 'gemuruh', 'hati', 'dalam', 'kesedihan']","['elakanlah', 'gemuruh', 'hati', 'kesedihan']","['ela', 'gemuruh', 'hati', 'sedih']",ela gemuruh hati sedih
happy,Ooh Tuhan tunjukkanlah jalan agar mereka tetap abadi,Ooh Tuhan tunjukkanlah jalan agar mereka tetap abadi,ooh tuhan tunjukkanlah jalan agar mereka tetap abadi,ooh tuhan tunjukkanlah jalan agar mereka tetap abadi,"['ooh', 'tuhan', 'tunjukkanlah', 'jalan', 'agar', 'mereka', 'tetap', 'abadi']","['ooh', 'tuhan', 'tunjukkanlah', 'jalan', 'abadi']","['ooh', 'tuhan', 'tunjuk', 'jalan', 'abadi']",ooh tuhan tunjuk jalan abadi
love,Ooh dalam cinta Jalan mana kulalui acapkali kumencari,Ooh dalam cinta Jalan mana kulalui acapkali kumencari,ooh dalam cinta jalan mana kulalui acapkali kumencari,ooh dalam cinta jalan mana kulalui acapkali kumencari,"['ooh', 'dalam', 'cinta', 'jalan', 'mana', 'kulalui', 'acapkali', 'kumencari']","['ooh', 'cinta', 'jalan', 'kulalui', 'acapkali', 'kumencari']","['ooh', 'cinta', 'jalan', 'lalu', 'acapkali', 'cari']",ooh cinta jalan lalu acapkali cari
fear,Entah di sana atau di sini Aku gelap semua itu,Entah di sana atau di sini Aku gelap semua itu,entah di sana atau di sini aku gelap semua itu,entah di sana atau di sini aku gelap semua itu,"['entah', 'di', 'sana', 'atau', 'di', 'sini', 'aku', 'gelap', 'semua', 'itu']",['gelap'],['gelap'],gelap
